Symbol,Name,Country,IPO Year,Volume,Sector,Industry
RKT,Rocket Companies Inc. Class A,United States,2020,6636684,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation,United States,1997,663259,Consumer Non-Durables,Apparel
RLGY,Realogy Holdings Corp.,United States,2012,802222,Finance,Real Estate
RM,Regional Management Corp.,United States,2012,34318,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A,NA,2013,50812,Finance,Real Estate
RMD,ResMed Inc.,United States,NA,637185,Health Care,Medical/Dental Instruments
RMO,Romeo Power Inc. Class A,NA,2019,50022323,Capital Goods,Auto Parts:O.E.M.
RNG,RingCentral Inc. Class A,NA,2013,800729,Technology,EDP Services
RNR,RenaissanceRe Holdings Ltd.,Bermuda,NA,637152,Finance,Property-Casualty Insurers
ROG,Rogers Corporation,United States,NA,34158,Basic Industries,Major Chemicals
ROK,Rockwell Automation Inc.,United States,NA,647828,Capital Goods,Industrial Machinery/Components
ROL,Rollins Inc.,United States,NA,857784,Finance,Diversified Commercial Services
ROP,Roper Technologies Inc.,United States,1992,328983,Capital Goods,Industrial Machinery/Components
ROT,Rotor Acquisition Corp. Class A,NA,2021,1382521,Finance,Business Services
RPM,RPM International Inc.,United States,NA,1179530,Basic Industries,Paints/Coatings
RRC,Range Resources Corporation,United States,NA,2801005,Energy,Oil & Gas Production
RRD,R.R. Donnelley & Sons Company,United States,NA,296010,Miscellaneous,Publishing
RS,Reliance Steel & Aluminum Co. (DE),United States,1994,277231,Basic Industries,Metal Fabrications
RSG,Republic Services Inc.,United States,1998,983741,Public Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A,NA,2020,894075,Consumer Services,Services-Misc. Amusement & Recreation
RTX,Raytheon Technologies Corporation,United States,NA,5334715,Capital Goods,Aerospace
RVLV,Revolve Group Inc. Class A,NA,2019,680430,Consumer Services,Catalog/Specialty Distribution
RWT,Redwood Trust Inc.,United States,1995,653365,Consumer Services,Real Estate Investment Trusts
RXN,Rexnord Corporation,United States,2012,364193,Technology,Industrial Machinery/Components
RY,Royal Bank Of Canada,Canada,NA,612691,Finance,Commercial Banks
RYAM,Rayonier Advanced Materials Inc.,United States,2014,307755,Basic Industries,Paper
RYI,Ryerson Holding Corporation,United States,2014,108252,Basic Industries,Metal Fabrications
RYN,Rayonier Inc. REIT,United States,NA,375350,Consumer Services,Real Estate Investment Trusts
SAH,Sonic Automotive Inc.,United States,1997,266033,Consumer Durables,Automotive Aftermarket
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NA,NA,635326,Technology,EDP Services
SAIL,SailPoint Technologies Holdings Inc.,United States,2017,1340366,Technology,Computer Software: Prepackaged Software
SAM,Boston Beer Company Inc. (The),United States,NA,80097,Consumer Non-Durables,Beverages (Production/Distribution)
SB,Safe Bulkers Inc ($0.001 par value),Monaco,2008,821157,Transportation,Marine Transportation
SBG,Sandbridge Acquisition Corporation Class A,NA,2020,87779,Capital Goods,Industrial Machinery/Components
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.),United States,NA,1451501,Consumer Services,Other Specialty Stores
SC,Santander Consumer USA Holdings Inc.,NA,2014,1183990,Finance,Finance: Consumer Services
SCCO,Southern Copper Corporation,United States,NA,900710,Basic Industries,Precious Metals
SCHW,Charles Schwab Corporation (The),United States,NA,7281416,Finance,Investment Bankers/Brokers/Service
SCI,Service Corporation International,United States,NA,621823,Consumer Services,Other Consumer Services
SCL,Stepan Company,United States,NA,42184,Basic Industries,Package Goods/Cosmetics
SCS,Steelcase Inc.,United States,1998,588832,Consumer Durables,Office Equipment/Supplies/Services
SCU,Sculptor Capital Management Inc. Class A,United States,NA,138652,Finance,Investment Managers
SD,SandRidge Energy Inc.,NA,2016,139472,Energy,Oil & Gas Production
SEAS,SeaWorld Entertainment Inc.,United States,2013,781361,Consumer Services,Services-Misc. Amusement & Recreation
SEM,Select Medical Holdings Corporation,United States,2009,305079,Health Care,Hospital/Nursing Management
SF,Stifel Financial Corporation,United States,NA,365616,Finance,Investment Bankers/Brokers/Service
SFTW,Osprey Technology Acquisition Corp. Class A,NA,2019,855527,Finance,Business Services
SGFY,Signify Health Inc. Class A,NA,2021,463807,Health Care,Medical/Nursing Services
SGU,Star Group L.P.,United States,NA,30714,Consumer Services,Other Specialty Stores
SHAK,Shake Shack Inc. Class A,United States,2015,486938,Consumer Services,Restaurants
SHI,SINOPEC Shangai Petrochemical Company Ltd.,China,NA,10013,Basic Industries,Major Chemicals
SHW,Sherwin-Williams Company (The),United States,NA,1742739,Consumer Services,RETAIL: Building Materials
SI,Silvergate Capital Corporation Class A,United States,2019,1322544,Finance,Major Banks
SID,Companhia Siderurgica Nacional S.A.,Brazil,NA,3488963,Capital Goods,Steel/Iron Ore
SITC,SITE Centers Corp.,United States,NA,1185386,Consumer Services,Real Estate Investment Trusts
SITE,SiteOne Landscape Supply Inc.,United States,2016,187408,Consumer Durables,Diversified Electronic Products
SIX,Six Flags Entertainment Corporation New,United States,NA,841380,Consumer Services,Services-Misc. Amusement & Recreation
SJM,J.M. Smucker Company (The) New,United States,NA,724376,Consumer Non-Durables,Packaged Foods
SJW,SJW Group (DE),United States,NA,68880,Public Utilities,Water Supply
SKM,SK Telecom Co. Ltd.,South Korea,NA,255942,Public Utilities,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc.,United States,1993,2420069,Consumer Services,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc.,United States,1999,2001377,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Champion Corporation,United States,NA,276783,Basic Industries,Homebuilding
SLB,Schlumberger N.V.,France,NA,7973263,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc.,United States,2012,636336,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLG,SL Green Realty Corp,United States,1997,668613,Consumer Services,Real Estate Investment Trusts
SM,SM Energy Company,United States,NA,2122826,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A,United States,2018,849123,Technology,Computer Software: Prepackaged Software
SMG,Scotts Miracle-Gro Company (The),United States,1992,256055,Basic Industries,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc.,NA,2017,34239,Transportation,Marine Transportation
SMP,Standard Motor Products Inc.,United States,NA,124190,Capital Goods,Auto Parts:O.E.M.
SNA,Snap-On Incorporated,United States,NA,334713,Capital Goods,Industrial Machinery/Components
SNAP,Snap Inc. Class A,United States,2017,38645834,Technology,Computer Software: Programming Data Processing
SNDR,Schneider National Inc.,United States,2017,626165,Transportation,Trucking Freight/Courier Services
SNOW,Snowflake Inc. Class A,United States,2020,2070015,Technology,Computer Software: Prepackaged Software
SNP,China Petroleum & Chemical Corporation,China,NA,67635,Energy,Integrated oil Companies
SNR,New Senior Investment Group Inc.,United States,2014,369335,Consumer Services,Real Estate Investment Trusts
SNV,Synovus Financial Corp.,United States,NA,850746,Finance,Major Banks
SNX,Synnex Corporation,United States,2003,297699,Technology,Retail: Computer Software & Peripheral Equipment
SOI,Solaris Oilfield Infrastructure Inc. Class A,United States,2017,311315,Energy,Metal Fabrications
SON,Sonoco Products Company,United States,NA,289496,Consumer Durables,Containers/Packaging
SPAQ,Spartan Acquisition Corp. III Class A,NA,2021,74816,Finance,Business Services
SPCE,Virgin Galactic Holdings Inc.,NA,2017,8289780,Consumer Services,Transportation Services
SPG,Simon Property Group Inc.,United States,NA,2516805,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc.,United States,NA,1259955,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P.,United States,1996,456713,Consumer Services,Other Specialty Stores
SPR,Spirit Aerosystems Holdings Inc.,United States,2006,1189543,Capital Goods,Military/Government/Technical
SPXC,SPX Corporation,United States,NA,110293,Technology,Industrial Machinery/Components
SQ,Square Inc. Class A,United States,2015,16976525,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A.,Chile,1993,1081848,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQZ,SQZ Biotechnologies Company,United States,2020,140401,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SR,Spire Inc.,United States,NA,162352,Public Utilities,Oil/Gas Transmission
SRC,Spirit Realty Capital Inc.,United States,2013,987473,Consumer Services,Building operators
SRE,Sempra Energy,United States,NA,1302405,Public Utilities,Natural Gas Distribution
SRG,Seritage Growth Properties Class A,United States,2015,195294,Finance,Real Estate
SRI,Stoneridge Inc.,United States,1997,142160,Capital Goods,Auto Parts:O.E.M.
SSD,Simpson Manufacturing Company Inc.,United States,NA,108713,Capital Goods,Industrial Machinery/Components
SSTK,Shutterstock Inc.,United States,2012,201406,Technology,EDP Services
STAG,Stag Industrial Inc.,United States,2011,743463,Consumer Services,Real Estate Investment Trusts
STAR,iStar Inc.,United States,NA,434952,Consumer Services,Real Estate Investment Trusts
STC,Stewart Information Services Corporation,United States,NA,164962,Finance,Specialty Insurers
STIC,Northern Star Acquisition Corp. Class A,NA,2020,278893,Consumer Services,Other Specialty Stores
STM,STMicroelectronics N.V.,Switzerland,NA,1866435,Technology,Semiconductors
STON,StoneMor Inc.,United States,2004,217670,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation,United States,2014,1529199,Consumer Services,Real Estate Investment Trusts
STPK,Star Peak Energy Transition Corp. Class A,United States,2020,1227988,Miscellaneous,Industrial Machinery/Components
STT,State Street Corporation,United States,NA,1861247,Finance,Major Banks
STZ,Constellation Brands Inc.,United States,NA,1346175,Consumer Non-Durables,Beverages (Production/Distribution)
SU,Suncor Energy  Inc.,Canada,NA,3483226,Energy,Integrated oil Companies
SUI,Sun Communities Inc.,United States,1993,456814,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A,United States,2015,625554,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUP,Superior Industries International Inc. (DE),United States,NA,204103,Capital Goods,Auto Parts:O.E.M.
SWCH,Switch Inc. Class A,NA,2017,1614469,Technology,Computer Software: Programming Data Processing
SWI,SolarWinds Corporation,United States,2018,1106434,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc.,United States,NA,717156,Capital Goods,Industrial Machinery/Components
SWN,Southwestern Energy Company,United States,NA,9766884,Energy,Oil & Gas Production
SXC,SunCoke Energy Inc.,United States,2011,699959,Basic Industries,Steel/Iron Ore
SXI,Standex International Corporation,United States,NA,33583,Technology,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,United States,NA,131231,Basic Industries,Major Chemicals
SYF,Synchrony Financial,United States,2014,5535975,Finance,Finance: Consumer Services
SYK,Stryker Corporation,United States,NA,1241104,Health Care,Medical/Dental Instruments
SYY,Sysco Corporation,United States,NA,1522274,Consumer Non-Durables,Food Distributors
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),NA,2018,4837165,Health Care,Major Pharmaceuticals
TALO,Talos Energy Inc.,NA,2018,286888,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B,Canada,NA,1886378,Consumer Non-Durables,Beverages (Production/Distribution)
TBI,TrueBlue Inc.,United States,NA,159682,Technology,Professional Services
TCS,Container Store (The),NA,2013,577270,Consumer Services,Home Furnishings
TD,Toronto Dominion Bank (The),Canada,NA,3134583,Finance,Commercial Banks
TDC,Teradata Corporation,United States,NA,553706,Technology,Computer Software: Prepackaged Software
TDG,Transdigm Group Incorporated Transdigm Group Inc.,United States,2006,148232,Capital Goods,Military/Government/Technical
TDOC,Teladoc Health Inc.,United States,2015,2102606,Health Care,Medical/Nursing Services
TDW,Tidewater Inc.,United States,2017,91219,Consumer Services,Marine Transportation
TDY,Teledyne Technologies Incorporated,United States,NA,223756,Capital Goods,Industrial Machinery/Components
TEF,Telefonica SA,Spain,1988,899567,Public Utilities,Telecommunications Equipment
TEN,Tenneco Inc. Class A Voting,United States,NA,628062,Capital Goods,Auto Parts:O.E.M.
TEX,Terex Corporation,United States,NA,376016,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation,United States,NA,3244584,Finance,Major Banks
TFX,Teleflex Incorporated,United States,NA,98116,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation,United States,NA,110905,Capital Goods,Metal Fabrications
TGI,Triumph Group Inc.,United States,1996,464316,Capital Goods,Aerospace
TGT,Target Corporation,United States,NA,2099427,Consumer Services,Department/Specialty Retail Stores
THR,Thermon Group Holdings Inc.,United States,2011,96472,Energy,Industrial Machinery/Components
THS,Treehouse Foods Inc.,United States,NA,230181,Consumer Non-Durables,Packaged Foods
TJX,TJX Companies Inc. (The),United States,NA,4800833,Consumer Services,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation,Bermuda,NA,432271,Transportation,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS,Turkey,NA,612965,Public Utilities,Telecommunications Equipment
TKR,Timken Company (The),United States,NA,298322,Capital Goods,Metal Fabrications
TLYS,Tilly's Inc.,United States,2012,230190,Consumer Services,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation,Japan,NA,216466,Capital Goods,Auto Manufacturing
TMHC,Taylor Morrison Home Corporation,United States,2013,893064,Capital Goods,Homebuilding
TMO,Thermo Fisher Scientific Inc,United States,NA,1801795,Capital Goods,Industrial Machinery/Components
TMX,Terminix Global Holdings Inc.,NA,2014,452956,Consumer Services,Other Consumer Services
TNET,TriNet Group Inc.,NA,2014,129839,Miscellaneous,Business Services
TOL,Toll Brothers Inc.,United States,NA,3162902,Capital Goods,Homebuilding
TPB,Turning Point Brands Inc.,United States,2016,108167,Consumer Non-Durables,Tobacco
TPH,Tri Pointe Homes Inc.,United States,2013,1031951,Capital Goods,Homebuilding
TPL,Texas Pacific Land Corporation,United States,NA,44651,Energy,Oil & Gas Production
TPR,Tapestry Inc.,United States,NA,2465455,Consumer Non-Durables,Apparel
TPX,Tempur Sealy International Inc.,United States,2003,1052942,Consumer Durables,Home Furnishings
TR,Tootsie Roll Industries Inc.,United States,NA,174928,Consumer Non-Durables,Specialty Foods
TRC,Tejon Ranch Co,United States,NA,93161,Finance,Real Estate
TREX,Trex Company Inc.,United States,NA,557492,Basic Industries,Forest Products
TRGP,Targa Resources Inc.,United States,2010,1622741,Public Utilities,Natural Gas Distribution
TRN,Trinity Industries Inc.,United States,NA,783353,Capital Goods,Railroads
TRP,TC Energy Corporation,Canada,NA,1347955,Public Utilities,Natural Gas Distribution
TRTX,TPG RE Finance Trust Inc.,United States,2017,138252,Consumer Services,Real Estate Investment Trusts
TRU,TransUnion,United States,2015,828708,Finance,Finance: Consumer Services
TRV,The Travelers Companies Inc.,United States,NA,1694160,Finance,Property-Casualty Insurers
